1021,Alabama,Chilton County,84,189.07,61.54,21.69,3.23,295.0,664.0,13.46,suppressed,suppressed,,0,0,64.12,2.6,14.2,18.6,17.11,0.3,0.7602,0.88,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,14,2.0,39.04,1.3333,0.1554,0.0991,1,0.2143,0.1429,1,303.86,20.1802,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,44428,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,4903185,331996199,2021-07-28-weekly
1023,Alabama,Choctaw County,suppressed,suppressed,350.0,25.0,14.66,20.0,158.87,-31.03,0,0.00,0.0,0,0,13.78,2.41,11.4,22.2,23.58,0.0,0.8748,0.97,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,3,0.43,10.71,2.0,0.0204,-0.0051,1,,,0,87.38,16.3265,Higher risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,12589,Non-metro,Noncore,"Completely rural or less than 2,500 urban population, not adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1025,Alabama,Clarke County,58,245.53,45.0,14.37,-5.17,174.0,736.6,0.0,0,0.00,0.0,0,0,19.07,2.57,10.8,25.4,20.5,0.0,0.8471,0.74,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,3,6,0.86,6.15,0.5,0.0227,0.0076,3,,,0,410.63,16.954,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,23622,Non-metro,Noncore,"Urban population of 2,500 to 19,999, not adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1027,Alabama,Clay County,15,113.34,400.0,23.53,12.66,68.0,513.79,47.83,0,0.00,0.0,0,0,21.91,2.51,10.2,18.4,21.04,0.9,0.564,0.74,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,0,0.0,0.0,,0.0,0.0,1,0.0,0.0,1,120.89,18.4211,Higher risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,13235,Non-metro,Noncore,"Completely rural or less than 2,500 urban population, not adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1029,Alabama,Cleburne County,39,261.57,680.0,27.94,19.01,68.0,456.07,21.43,suppressed,suppressed,0.0,0,0,26.62,2.58,12.8,18.5,20.17,0.1,0.5417,0.82,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,1900-01-01,0,0,,,,,,0,,,0,274.98,19.3548,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,14910,Non-metro,Noncore,"Completely rural or less than 2,500 urban population, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1031,Alabama,Coffee County,194,370.64,63.03,25.53,-2.51,470.0,897.94,24.34,suppressed,suppressed,,7,0,77.09,2.56,10.1,15.1,17.25,0.8,0.5408,0.7,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,7,1.0,9.59,-0.2222,0.0568,0.0078,1,0.0816,-0.0204,1,555.96,26.6509,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,52342,Non-metro,Micropolitan,"Urban population of 20,000 or more, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1033,Alabama,Colbert County,100,181.02,194.12,20.47,6.3,381.0,689.71,58.75,suppressed,suppressed,0.0,0,0,93.2,2.48,8.1,16.3,20.03,0.6,0.4274,0.59,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,2,24,3.43,8.36,2.4286,0.0506,0.0324,2,0.2698,0.0873,1,219.04,18.0354,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,55241,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1035,Alabama,Conecuh County,14,116.02,0.0,9.23,-6.68,65.0,538.66,47.73,0,0.00,0.0,0,0,14.19,2.73,14.5,22.2,23.47,0.1,0.8086,0.93,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,5,0.71,20.0,4.0,0.0686,0.0171,1,,,0,198.89,11.9266,Higher risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,12067,Non-metro,Noncore,"Urban population of 2,500 to 19,999, not adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1037,Alabama,Coosa County,27,253.21,350.0,24.69,12.19,81.0,759.64,12.5,0,0.00,0.0,0,0,16.38,2.55,7.8,14.0,24.08,0.1,0.5261,0.77,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,1900-01-01,0,0,,,,,,0,,,0,300.1,18.9543,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,10663,Non-metro,Micropolitan,"Completely rural or less than 2,500 urban population, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1039,Alabama,Covington County,152,410.27,108.22,25.49,0.69,153.0,412.97,22.4,0,0.00,0.0,2,0,35.95,2.44,11.2,18.3,21.38,0.3,0.7723,0.8,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,2,18,2.57,18.37,2.6,0.1188,0.0813,2,0.3077,0.2198,2,556.02,25.1799,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,37049,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1041,Alabama,Crenshaw County,28,203.31,55.56,33.33,7.8,78.0,566.37,65.96,suppressed,suppressed,,0,0,22.62,2.73,10.0,15.7,19.39,0.9,0.6873,0.9,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,3,0.43,9.38,0.5,0.0402,0.0,1,,,0,319.49,30.4,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,13772,Non-metro,Noncore,"Completely rural or less than 2,500 urban population, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1043,Alabama,Cullman County,147,175.48,126.15,6.27,-2.9,1690.0,2017.48,269.0,suppressed,suppressed,,2,0,114.01,2.64,11.8,15.8,18.78,0.5,0.5182,0.66,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,11,1.57,6.83,2.6667,0.041,0.0246,1,0.0649,0.0649,1,245.92,6.8901,Moderate risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,83768,Non-metro,Micropolitan,"Urban population of 20,000 or more, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1045,Alabama,Dale County,218,443.34,134.41,39.51,17.06,572.0,1163.26,45.92,0,0.00,0.0,4,0,87.63,2.57,11.4,18.4,17.29,0.6,0.7599,0.83,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,9,1.29,15.79,-0.1,0.1579,0.0602,1,0.4857,0.2857,1,604.0,32.5726,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,49172,Non-metro,Micropolitan,"Urban population of 20,000 or more, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1047,Alabama,Dallas County,31,83.34,34.78,8.85,4.21,226.0,607.59,16.49,suppressed,suppressed,100.0,0,0,38.0,2.41,12.0,31.1,18.88,0.2,0.949,0.82,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,3,0.43,2.97,,0.0252,0.0236,1,0.0714,0.0714,1,145.18,6.9048,Moderate risk of transmission in schools,substantial,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,37196,Non-metro,Micropolitan,"Urban population of 20,000 or more, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1049,Alabama,DeKalb County,170,237.72,123.68,40.47,18.03,509.0,711.76,44.6,0,0.00,0.0,4,0,92.03,2.69,14.5,22.1,17.62,1.3,0.8022,0.79,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,9,1.29,14.42,1.25,0.0802,0.0489,1,0.0328,0.0054,1,328.61,33.1011,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,71513,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1051,Alabama,Elmore County,155,190.87,26.02,17.76,4.77,805.0,991.27,25.98,suppressed,suppressed,0.0,5,0,131.31,2.63,8.2,12.3,15.59,0.2,0.5401,0.78,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,2,5,0.71,6.58,0.6667,0.0282,0.0132,2,,,0,342.33,15.651,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,81209,Metro,Medium metro,"Counties in metro areas of 250,000 to 1 million population",4903185,331996199,2021-07-28-weekly
1053,Alabama,Escambia County,111,303.01,88.14,17.68,4.9,164.0,447.68,-8.89,0,0.00,-100.0,0,0,38.76,2.57,15.5,24.0,18.27,3.5,0.8557,0.68,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,2,12,1.71,11.43,,0.0491,0.0476,2,0.0408,0.0306,2,412.2,15.1163,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,36633,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1055,Alabama,Etowah County,234,228.81,81.4,21.09,2.89,659.0,644.39,18.74,0,0.00,-100.0,8,0,191.12,2.62,10.4,17.3,19.36,0.4,0.6564,0.63,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,2,70,10.0,20.51,4.3846,0.0455,0.024,2,0.1015,0.053,2,356.91,19.7694,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,102268,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1057,Alabama,Fayette County,23,141.09,43.75,16.67,-6.46,102.0,625.69,-23.88,suppressed,suppressed,,0,0,25.97,2.34,8.8,20.0,21.75,0.0,0.7038,0.64,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,3,0.43,16.67,,0.0952,0.0952,1,0.0,0.0,1,239.23,20.339,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,16302,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1059,Alabama,Franklin County,83,264.65,207.41,28.79,15.97,257.0,819.46,64.74,0,0.00,0.0,0,0,49.47,2.79,12.8,20.2,17.14,0.7,0.8417,0.89,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,2,10,1.43,20.23,4.0,0.0202,0.0,2,0.0238,-0.0714,1,337.99,22.7603,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,31362,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1061,Alabama,Geneva County,82,312.13,192.86,23.42,5.15,222.0,845.04,6.73,0,0.00,-100.0,0,0,45.73,2.5,13.7,24.0,20.63,0.5,0.7955,0.88,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,7,1.0,13.28,1.3333,0.0813,0.0648,1,0.3095,0.2381,1,380.65,20.9302,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,26271,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1063,Alabama,Greene County,30,369.87,275.0,24.84,6.32,161.0,1984.96,198.15,suppressed,suppressed,,0,0,12.54,2.83,11.4,38.7,23.3,0.4,0.9854,0.92,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,0,0.0,0.0,,0.0,0.0,1,,,0,443.84,23.2558,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,8111,Non-metro,Noncore,"Completely rural or less than 2,500 urban population, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1065,Alabama,Hale County,22,150.16,120.0,14.14,1.1,99.0,675.72,-13.91,0,0.00,-100.0,0,0,22.75,2.6,8.8,26.0,19.69,0.3,0.9599,0.98,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,0,0.0,0.0,,0.0,-0.034,1,,,0,232.07,13.5514,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,14651,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1067,Alabama,Henry County,43,249.93,26.47,14.14,-7.74,99.0,575.41,3.13,suppressed,suppressed,,0,0,30.63,2.52,11.4,13.5,23.43,0.0,0.5519,0.65,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,1900-01-01,0,0,,,,,,0,,,0,447.54,17.9487,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,17205,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1069,Alabama,Houston County,386,364.56,82.94,25.56,5.31,720.0,680.0,27.89,suppressed,suppressed,0.0,9,0,182.6,2.63,10.4,18.3,18.12,0.3,0.6838,0.69,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,3,56,8.0,9.36,0.8667,0.0874,0.0276,3,0.249,0.0706,2,518.5,23.2268,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,105882,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1071,Alabama,Jackson County,112,216.94,103.64,13.19,6.79,546.0,1057.61,45.6,0,0.00,-100.0,1,0,47.89,2.49,9.6,20.2,20.52,0.8,0.5726,0.77,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,11,1.57,12.22,4.5,0.0444,0.027,1,0.25,0.1518,1,315.73,10.4235,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,51626,Non-metro,Micropolitan,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1073,Alabama,Jefferson County,1329,201.80,125.25,14.54,4.29,7777.0,1180.89,15.9,suppressed,suppressed,-40.0,10,0,592.55,2.47,9.5,17.0,16.3,0.2,0.6621,0.5,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,12,245,35.0,6.05,0.5313,0.0436,0.0183,12,0.1033,0.0334,8,277.27,12.5561,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,658573,Metro,Large central metro,Counties in metro areas of 1 million population or more,4903185,331996199,2021-07-28-weekly
1075,Alabama,Lamar County,10,72.44,66.67,10.45,4.57,67.0,485.33,31.37,0,0.00,0.0,0,0,22.82,2.3,9.4,21.2,22.17,0.3,0.6264,0.78,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,1900-01-01,0,0,,,,,,0,,,0,123.14,8.4746,Higher risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,13805,Non-metro,Noncore,"Completely rural or less than 2,500 urban population, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1077,Alabama,Lauderdale County,196,211.37,110.75,22.24,8.33,535.0,576.95,28.3,0,0.00,-100.0,6,0,138.81,2.35,9.1,15.2,20.5,0.4,0.4468,0.62,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,3,0.43,1.26,-0.25,0.0449,0.0,1,0.0686,-0.0514,1,310.58,18.5924,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,92729,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1079,Alabama,Lawrence County,33,100.23,135.71,16.85,9.93,184.0,558.86,41.54,0,0.00,0.0,0,0,47.67,2.57,8.2,16.8,19.1,4.9,0.4952,0.8,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,0,0.0,0.0,,0.0,0.0,1,0.0,0.0,1,127.57,12.7389,Higher risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,32924,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1081,Alabama,Lee County,241,146.47,81.2,18.79,4.58,1027.0,624.16,14.88,suppressed,suppressed,,7,0,270.83,2.58,7.9,21.4,12.41,0.1,0.6602,0.74,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,26,3.71,8.93,0.625,0.0798,0.0325,1,0.1905,0.0191,1,214.53,16.658,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,164542,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28-weekly
1083,Alabama,Limestone County,132,133.45,48.31,15.11,1.79,708.0,715.77,1.43,0,0.00,0.0,3,0,176.65,2.81,9.6,13.7,15.25,0.6,0.5296,0.66,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,2,4,0.57,3.64,1.0,0.0416,0.0234,2,0.1429,0.0,1,214.33,14.2248,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,98915,Metro,Medium metro,"Counties in metro areas of 250,000 to 1 million population",4903185,331996199,2021-07-28-weekly
1085,Alabama,Lowndes County,10,102.82,42.86,2.93,-9.57,273.0,2806.91,184.38,0,0.00,0.0,0,0,13.59,2.43,9.2,27.9,19.75,0.1,0.9188,0.94,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,1900-01-01,0,0,,,,,,0,,,0,143.94,5.4201,Moderate risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,9726,Metro,Medium metro,"Counties in metro areas of 250,000 to 1 million population",4903185,331996199,2021-07-28-weekly
1087,Alabama,Macon County,18,99.62,28.57,9.17,0.43,109.0,603.28,5.83,0,0.00,0.0,0,0,29.68,2.19,8.1,25.8,20.95,0.3,0.8971,0.85,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,1900-01-01,0,0,,,,,,0,,,0,177.11,8.9623,Higher risk of transmission in schools,substantial,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,18068,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28-weekly
1089,Alabama,Madison County,532,142.66,87.99,14.25,4.08,3783.0,1014.46,27.37,suppressed,suppressed,200.0,11,0,465.21,2.4,8.9,13.2,15.32,0.6,0.3076,0.28,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,2,63,9.0,5.04,0.3696,0.0451,0.0143,2,0.0702,0.0,2,205.95,12.4537,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,372909,Metro,Medium metro,"Counties in metro areas of 250,000 to 1 million population",4903185,331996199,2021-07-28-weekly
1091,Alabama,Marengo County,29,153.74,-14.71,13.79,-7.64,348.0,1844.88,91.21,0,0.00,-100.0,0,0,19.31,2.48,9.6,21.8,19.88,0.2,0.7621,0.91,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,6,0.86,10.91,0.0,0.0727,0.0467,1,0.3393,0.2321,1,312.78,16.4151,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,18863,Non-metro,Noncore,"Urban population of 2,500 to 19,999, not adjacent to a metro area",4903185,331996199,2021-07-28-weekly
